"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region","dollars_per_day","group"
"264","Iran",1961,183.85,46.61,6.92,22480420,NA,"Asia","Southern Asia",NA,"developing"
"265","Iraq",1961,124.7,48.11,6.36,7475354,NA,"Asia","Western Asia",NA,"developing"
"266","Ireland",1961,29.2,70.24,3.93,2816832,NA,"Europe","Northern Europe",NA,"west"
"267","Israel",1961,NA,68.85,3.84,2174271,13692713599,"Asia","Western Asia",17.2537295640133,"developing"
"268","Italy",1961,42.7,69.82,2.41,50067464,317632248963,"Europe","Southern Europe",17.3810548827609,"west"
"269","Jamaica",1961,59.8,66.57,5.53,1654461,NA,"Americas","Caribbean",NA,"developing"
"270","Japan",1961,27.9,68.43,1.98,93357259,805778057743,"Asia","Eastern Asia",23.6469144526202,"developing"
"271","Jordan",1961,101.9,54.12,7.8,927850,NA,"Asia","Western Asia",NA,"developing"
"272","Kazakhstan",1961,NA,59.38,4.51,10411040,NA,"Asia","Central Asia",NA,"developing"
"273","Kenya",1961,114,48.13,8,8361442,1949773813,"Africa","Eastern Africa",0.638866604948488,"developing"
"274","Kiribati",1961,NA,46.24,7.01,42261,NA,"Oceania","Micronesia",NA,"developing"
"275","South Korea",1961,76.1,53.75,5.99,25808542,30356298714,"Asia","Eastern Asia",3.22249670989519,"developing"
"276","Kuwait",1961,95.2,62.98,7.28,294639,NA,"Asia","Western Asia",NA,"developing"
"277","Kyrgyz Republic",1961,NA,56.54,5.26,2245062,NA,"Asia","Central Asia",NA,"developing"
"278","Lao",1961,NA,42.38,5.96,2169287,NA,"Asia","South-Eastern Asia",NA,"developing"
"279","Latvia",1961,NA,70.6,1.88,2158546,NA,"Europe","Northern Europe",NA,"west"
"280","Lebanon",1961,56.1,63.19,5.72,1864605,NA,"Asia","Western Asia",NA,"developing"
"281","Lesotho",1961,142.3,47.54,5.83,866253,114702544.3,"Africa","Southern Africa",0.362773399950589,"developing"
"282","Liberia",1961,212.1,35.54,6.43,1144896,694948646.8,"Africa","Western Africa",1.66300598075499,"developing"
"283","Libya",1961,156.1,46.28,7.57,1483856,NA,"Africa","Northern Africa",NA,"developing"
"284","Lithuania",1961,NA,70.52,2.5,2807763,NA,"Europe","Northern Europe",NA,"west"
"285","Luxembourg",1961,NA,69.49,2.38,317442,4469727302,"Europe","Western Europe",38.5765847766128,"west"
"286","Macao, China",1961,NA,65.42,4.76,175135,NA,"Asia","Eastern Asia",NA,"developing"
"287","Macedonia, FYR",1961,NA,61.49,3.67,1507653,NA,"Europe","Southern Europe",NA,"west"
"288","Madagascar",1961,NA,42.54,7.3,5223621,2130711083,"Africa","Eastern Africa",1.11753218906175,"developing"
"289","Malawi",1961,216.4,38.76,6.95,3700032,374275949.2,"Africa","Eastern Africa",0.277136402996529,"developing"
"290","Malaysia",1961,64.2,60.48,6.14,8429369,7134862821,"Asia","South-Eastern Asia",2.31898370715563,"developing"
"291","Maldives",1961,NA,38.82,7.08,92327,NA,"Asia","Southern Asia",NA,"developing"
"292","Mali",1961,231.5,29.83,6.73,5322267,NA,"Africa","Western Africa",NA,"developing"
"293","Malta",1961,34.9,68.67,3.38,311702,NA,"Europe","Southern Europe",NA,"west"
"294","Mauritania",1961,131.9,44.62,6.79,883223,368948551.9,"Africa","Western Africa",1.14446515818877,"developing"
"295","Mauritius",1961,66.3,59.75,6.18,679045,NA,"Africa","Eastern Africa",NA,"developing"
"296","Mexico",1961,97.7,57.95,6.78,39394125,99075314540,"Americas","Central America",6.89034768300624,"developing"
"297","Micronesia, Fed. Sts.",1961,NA,57.18,6.92,45956,NA,"Oceania","Micronesia",NA,"developing"
"298","Moldova",1961,NA,62.61,3.26,3075927,NA,"Europe","Eastern Europe",NA,"developing"
"299","Mongolia",1961,NA,50.15,7.17,982180,NA,"Asia","Eastern Asia",NA,"developing"
"300","Montenegro",1961,NA,64.54,3.42,498128,NA,"Europe","Southern Europe",NA,"west"
"301","Morocco",1961,142.7,50.11,7.11,12713043,7349737688,"Africa","Northern Africa",1.58390620077004,"developing"
"302","Mozambique",1961,NA,38.79,6.6,7643290,NA,"Africa","Eastern Africa",NA,"developing"
"303","Namibia",1961,NA,47.7,6.17,617282,NA,"Africa","Southern Africa",NA,"developing"
"304","Nepal",1961,216.7,40.26,5.99,10215153,1380564790,"Asia","Southern Asia",0.370270448976264,"developing"
"305","Netherlands",1961,16.1,73.54,3.22,11576024,98649984992,"Europe","Western Europe",23.347734203465,"west"
"306","New Caledonia",1961,NA,57.06,5.22,80585,NA,"Oceania","Melanesia",NA,"developing"
"307","New Zealand",1961,21.7,71,3.61,2423769,NA,"Oceania","Australia and New Zealand",NA,"west"
"308","Nicaragua",1961,132.5,51.53,7.26,1830400,1741191321,"Americas","Central America",2.60619929022176,"developing"
"309","Niger",1961,NA,36.97,7.08,3493636,1066579260,"Africa","Western Africa",0.836416546802274,"developing"
"310","Nigeria",1961,NA,41,6.35,46144154,12861030560,"Africa","Western Africa",0.763600523792972,"developing"
"311","Norway",1961,18,73.67,2.91,3610710,40705505694,"Europe","Northern Europe",30.8864277131698,"west"
"312","Oman",1961,237.2,45.57,7.25,564895,544970113.4,"Asia","Western Asia",2.64309084668056,"developing"
"313","Pakistan",1961,184.8,47.73,6.6,45988447,9123853537,"Asia","Southern Asia",0.543546491262892,"developing"
"314","Panama",1961,65.3,62.17,5.85,1167041,2137615699,"Americas","Central America",5.01823103654738,"developing"
"315","Papua New Guinea",1961,130.7,39.2,6.28,2001048,888794937,"Oceania","Melanesia",1.21688966077666,"developing"
"316","Paraguay",1961,62,66.7,6.49,1953331,1352424687,"Americas","South America",1.89689976510304,"developing"
"317","Peru",1961,132.6,49.56,6.87,10350239,17558476237,"Americas","South America",4.64775879551624,"developing"
"318","Philippines",1961,65.9,59.17,7.09,27164618,19001301599,"Asia","South-Eastern Asia",1.9164031883388,"developing"
"319","Poland",1961,53,68.04,2.85,30138099,NA,"Europe","Eastern Europe",NA,"developing"
"320","Portugal",1961,82.3,62.85,3.18,8899331,22142318529,"Europe","Southern Europe",6.81667940891533,"west"
"321","Puerto Rico",1961,NA,68.8,4.55,2395612,9731036209,"Americas","Caribbean",11.1288360449616,"developing"
"322","Qatar",1961,NA,61.57,6.97,51355,NA,"Asia","Western Asia",NA,"developing"
"323","Romania",1961,NA,66.7,2.16,18780105,NA,"Europe","Eastern Europe",NA,"developing"
"324","Russia",1961,NA,68.85,2.46,121390327,NA,"Europe","Eastern Europe",NA,"developing"
"325","Rwanda",1961,125.3,43.41,8.19,2996091,597789677.5,"Africa","Eastern Africa",0.546638916627087,"developing"
"326","St. Lucia",1961,NA,57.75,6.93,90913,NA,"Americas","Caribbean",NA,"developing"
"327","St. Vincent and the Grenadines",1961,NA,58.96,7.16,82144,112069602.1,"Americas","Caribbean",3.73782632637106,"developing"
"328","Samoa",1961,NA,52.04,7.65,112121,NA,"Oceania","Polynesia",NA,"developing"
"329","Saudi Arabia",1961,NA,48.22,7.23,4218879,NA,"Asia","Western Asia",NA,"developing"
"330","Senegal",1961,126,38.63,6.99,3265558,1931233186,"Africa","Western Africa",1.62025902607075,"developing"
"331","Serbia",1961,NA,63.88,2.6,7613356,NA,"Europe","Southern Europe",NA,"west"
"332","Seychelles",1961,72.3,61.03,5.4,42402,46589992.71,"Africa","Eastern Africa",3.01032535361152,"developing"
"333","Sierra Leone",1961,220.5,36.57,6.09,2210169,497363800.2,"Africa","Western Africa",0.616532287120646,"developing"
"334","Singapore",1961,32.9,65.41,5.56,1690353,4217950558,"Asia","South-Eastern Asia",6.83645896805425,"developing"
"335","Slovak Republic",1961,NA,70.86,3.01,4193035,NA,"Europe","Eastern Europe",NA,"developing"
"336","Slovenia",1961,NA,68.82,2.33,1596554,NA,"Europe","Southern Europe",NA,"west"
"337","Solomon Islands",1961,125.4,51.12,6.39,121403,NA,"Oceania","Melanesia",NA,"developing"
"338","South Africa",1961,NA,49.4,6.14,17850045,39810250010,"Africa","Southern Africa",6.11030269725309,"developing"
"339","Spain",1961,44.4,69.62,2.79,30777097,126401779752,"Europe","Southern Europe",11.2520763701622,"west"
"340","Sri Lanka",1961,69.8,60.18,5.42,10129134,2823071268,"Asia","Southern Asia",0.763583720991053,"developing"
"341","Sudan",1961,105.7,50.04,6.71,7749884,3322278876,"Africa","Northern Africa",1.17448647061676,"developing"
"342","Suriname",1961,NA,61,6.59,298190,NA,"Americas","South America",NA,"developing"
"343","Swaziland",1961,140.1,45.1,6.73,357522,NA,"Africa","Southern Africa",NA,"developing"
"344","Sweden",1961,16,73.47,2.23,7527081,89859666462,"Europe","Northern Europe",32.7073492392573,"west"
"345","Switzerland",1961,21.2,71.79,2.55,5393411,NA,"Europe","Western Europe",NA,"west"
"346","Syria",1961,116,53.43,7.5,4742596,2442181480,"Asia","Western Asia",1.41081132872873,"developing"
"347","Tajikistan",1961,NA,57.57,6.27,2140413,NA,"Asia","Central Asia",NA,"developing"
"348","Tanzania",1961,143,45.91,6.81,10373380,NA,"Africa","Eastern Africa",NA,"developing"
"349","Thailand",1961,99,56.01,6.15,28224208,9234702982,"Asia","South-Eastern Asia",0.896413324160185,"developing"
"350","Timor-Leste",1961,NA,38.45,6.38,508311,NA,"Asia","South-Eastern Asia",NA,"developing"
"351","Togo",1961,159.4,41.74,6.57,1597528,312474881.8,"Africa","Western Africa",0.535887675568342,"developing"
"352","Tonga",1961,NA,61.56,7.35,63740,NA,"Oceania","Polynesia",NA,"developing"
"353","Trinidad and Tobago",1961,54.7,63.68,5.18,865356,3206251028,"Americas","Caribbean",10.1510238465797,"developing"
"354","Tunisia",1961,187.5,43.89,7.09,4235936,2957595859,"Africa","Northern Africa",1.91291897550498,"developing"
"355","Turkey",1961,161.6,47.71,6.24,28229291,45081264990,"Asia","Western Asia",4.37525388225641,"developing"
"356","Turkmenistan",1961,NA,55.36,6.54,1649914,NA,"Asia","Central Asia",NA,"developing"
"357","Uganda",1961,129.6,45.91,7.02,7006629,NA,"Africa","Eastern Africa",NA,"developing"
"358","Ukraine",1961,NA,71.15,2.31,43203635,NA,"Europe","Eastern Europe",NA,"developing"
"359","United Arab Emirates",1961,130.5,52.89,6.91,100985,NA,"Asia","Western Asia",NA,"developing"
"360","United Kingdom",1961,22.5,70.77,2.75,52765864,540685152092,"Europe","Northern Europe",28.0736269913764,"west"
"361","United States",1961,25.4,70.32,3.63,189077076,2536417088242,"Americas","Northern America",36.7526728252968,"west"
"362","Uruguay",1961,56.4,68.19,2.89,2571691,10879240250,"Americas","South America",11.5900929276623,"developing"
"363","Uzbekistan",1961,NA,59.8,6.76,9044671,NA,"Asia","Central Asia",NA,"developing"
"364","Vanuatu",1961,104.1,46.55,7.12,65708,NA,"Oceania","Melanesia",NA,"developing"
"365","Venezuela",1961,58.1,60.69,6.64,8461684,42431452970,"Americas","South America",13.7384657808294,"developing"
"366","West Bank and Gaza",1961,NA,51.43,7.8,1096903,NA,"Asia","Western Asia",NA,"developing"
"367","Vietnam",1961,72.6,59.17,6.39,33666768,NA,"Asia","South-Eastern Asia",NA,"developing"
"368","Yemen",1961,269.2,33.58,7.31,5251663,NA,"Asia","Western Asia",NA,"developing"
"369","Zambia",1961,120.9,48.89,7.07,3142848,1680283120,"Africa","Eastern Africa",1.46475916024583,"developing"
"370","Zimbabwe",1961,90.1,53.55,7.22,3876638,1551931300,"Africa","Eastern Africa",1.09679226570613,"developing"
"371","Albania",1962,106.5,64.84,5.96,1737645,NA,"Europe","Southern Europe",NA,"west"
"372","Algeria",1962,148.2,48.55,7.65,11690152,9595044251,"Africa","Northern Africa",2.24871263166579,"developing"
"373","Angola",1962,NA,37.08,7.39,5465905,NA,"Africa","Middle Africa",NA,"developing"
"374","Antigua and Barbuda",1962,NA,63.93,4.34,56311,NA,"Americas","Caribbean",NA,"developing"
"375","Argentina",1962,59.59,65.64,3.09,21287682,113228867667,"Americas","South America",14.5725624706344,"developing"
"376","Armenia",1962,NA,67.82,4.44,2002170,NA,"Asia","Western Asia",NA,"developing"
"377","Aruba",1962,NA,66.44,4.47,56226,NA,"Americas","Caribbean",NA,"developing"
"378","Australia",1962,19.5,70.91,3.43,10691220,100302794832,"Oceania","Australia and New Zealand",25.7035378209332,"west"
"379","Austria",1962,32.9,69.51,2.8,7151077,56758760195,"Europe","Western Europe",21.7454591230162,"west"
"380","Azerbaijan",1962,NA,62.2,5.59,4167558,NA,"Asia","Western Asia",NA,"developing"
"381","Bahamas",1962,NA,62.58,4.45,121083,1596705340,"Americas","Caribbean",36.1284009983416,"developing"
"382","Bahrain",1962,114.1,54.33,7.17,173107,NA,"Asia","Western Asia",NA,"developing"
"383","Bangladesh",1962,167.6,47.28,6.79,51030604,14279069088,"Asia","Southern Asia",0.766613250891509,"developing"
"384","Barbados",1962,61.2,62.79,4.27,232584,920985861.5,"Americas","Caribbean",10.8487640405894,"developing"
"385","Belarus",1962,NA,71.01,2.7,8356956,NA,"Europe","Eastern Europe",NA,"developing"
"386","Belgium",1962,27,70.19,2.63,9261828,75368611864,"Europe","Western Europe",22.2946644628472,"west"
"387","Belize",1962,NA,61.2,6.46,97389,95206560,"Americas","Central America",2.67833010310157,"developing"
"388","Benin",1962,180.6,39.32,6.39,2503232,619354945,"Africa","Western Africa",0.677868796425461,"developing"
"389","Bhutan",1962,NA,37.04,6.67,234703,NA,"Asia","Southern Asia",NA,"developing"
"390","Bolivia",1962,167.7,44.5,6.65,3838096,3234938744,"Americas","South America",2.30917774697991,"developing"
"391","Bosnia and Herzegovina",1962,NA,64.07,3.85,3341809,NA,"Europe","Southern Europe",NA,"west"
"392","Botswana",1962,109,51.02,6.65,549990,141174460.7,"Africa","Southern Africa",0.703247957932983,"developing"
"393","Brazil",1962,122.9,56.27,6.14,77007549,122227783364,"Americas","South America",4.34854301561298,"developing"
"394","Brunei",1962,NA,63.67,6.45,89603,NA,"Asia","South-Eastern Asia",NA,"developing"
"395","Bulgaria",1962,NA,69.55,2.21,8004367,NA,"Europe","Eastern Europe",NA,"developing"
"396","Burkina Faso",1962,157.5,36.23,6.34,4960325,658782579.2,"Africa","Western Africa",0.36386401669853,"developing"
"397","Burundi",1962,144.6,41.13,7.05,2894510,320902003.5,"Africa","Eastern Africa",0.303741763280444,"developing"
"398","Cambodia",1962,NA,42.7,6.96,6026696,NA,"Asia","South-Eastern Asia",NA,"developing"
"399","Cameroon",1962,160.5,44.53,5.77,5593768,2870510257,"Africa","Middle Africa",1.40592381790122,"developing"
"400","Canada",1962,26,71.25,3.77,18659663,185532543976,"Americas","Northern America",27.2410246455294,"west"
"401","Cape Verde",1962,NA,50.43,6.95,210866,NA,"Africa","Western Africa",NA,"developing"
"402","Central African Republic",1962,160.4,38.36,5.89,1556656,540628553.6,"Africa","Middle Africa",0.951510236977248,"developing"
"403","Chad",1962,NA,41.76,6.29,3122357,801431143.4,"Africa","Middle Africa",0.703219318847821,"developing"
"404","Chile",1962,116.7,57.63,5.46,8054166,15418876405,"Americas","South America",5.24492504872634,"developing"
"405","China",1962,110,43.29,5.97,665426760,48151766858,"Asia","Eastern Asia",0.198252695647568,"developing"
"406","Colombia",1962,85.9,59.18,6.78,17500166,21113347503,"Americas","South America",3.30538508488731,"developing"
"407","Comoros",1962,NA,44.89,6.9,194960,NA,"Africa","Eastern Africa",NA,"developing"
"408","Congo, Dem. Rep.",1962,NA,44.61,6.03,16041247,5394833319,"Africa","Middle Africa",0.921397523367993,"developing"
"409","Congo, Rep.",1962,106.1,49.47,5.97,1067611,713837650.3,"Africa","Middle Africa",1.8318653422108,"developing"
"410","Costa Rica",1962,80.64,63.13,7.22,1432583,2569135008,"Americas","Central America",4.91331116543688,"developing"
"411","Cote d'Ivoire",1962,197.7,39.46,7.5,3740503,2229649037,"Africa","Western Africa",1.63310322131279,"developing"
"412","Croatia",1962,NA,65.66,2.27,4251421,NA,"Europe","Southern Europe",NA,"west"
"413","Cuba",1962,NA,65.09,4.51,7450404,NA,"Americas","Caribbean",NA,"developing"
"414","Cyprus",1962,NA,70.38,3.42,577691,NA,"Asia","Western Asia",NA,"developing"
"415","Czech Republic",1962,NA,70.04,2.23,9679416,NA,"Europe","Eastern Europe",NA,"developing"
"416","Denmark",1962,20.2,72.43,2.54,4649179,58636894019,"Europe","Northern Europe",34.5542782305411,"west"
"417","Djibouti",1962,NA,46.79,6.53,94200,NA,"Africa","Eastern Africa",NA,"developing"
"418","Dominican Republic",1962,99.6,54.97,7.4,3521276,3452265961,"Americas","Caribbean",2.68603282073013,"developing"
"419","Ecuador",1962,115.3,55.42,6.65,4812892,3866296550,"Americas","South America",2.20087907388556,"developing"
"420","Egypt",1962,195.9,49.43,6.57,28560741,13396534340,"Africa","Northern Africa",1.28507988669549,"developing"
"421","El Salvador",1962,121.6,53.5,6.75,2927861,4656688842,"Americas","Central America",4.35746492812255,"developing"
"422","Equatorial Guinea",1962,NA,38.38,5.53,257940,NA,"Africa","Middle Africa",NA,"developing"
"423","Eritrea",1962,NA,39.69,6.84,1476321,NA,"Africa","Eastern Africa",NA,"developing"
"424","Estonia",1962,NA,69.93,1.94,1245098,NA,"Europe","Northern Europe",NA,"west"
"425","Ethiopia",1962,NA,38.94,6.88,23221331,NA,"Africa","Eastern Africa",NA,"developing"
"426","Fiji",1962,50.3,56.54,6.09,421576,468770309.7,"Oceania","Melanesia",3.04643105479478,"developing"
"427","Finland",1962,19.5,68.78,2.66,4494623,35862633032,"Europe","Northern Europe",21.8602959867306,"west"
"428","France",1962,21.3,70.61,2.81,47121575,393660782189,"Europe","Western Europe",22.8880866339626,"west"
"429","French Polynesia",1962,NA,57.09,5.5,83654,NA,"Oceania","Polynesia",NA,"developing"
"430","Gabon",1962,NA,39.56,4.54,509806,1094165180,"Africa","Middle Africa",5.88010502410291,"developing"
"431","Gambia",1962,143.8,36.68,5.67,383525,NA,"Africa","Western Africa",NA,"developing"
"432","Georgia",1962,NA,64.31,2.95,4292101,NA,"Asia","Western Asia",NA,"developing"
"433","Germany",1962,NA,70.01,2.47,74238494,NA,"Europe","Western Europe",NA,"west"
"434","Ghana",1962,122.7,47.25,6.83,7085463,2045871634,"Africa","Western Africa",0.791074311499977,"developing"
"435","Greece",1962,46.2,69.14,2.22,8412059,31834306240,"Europe","Southern Europe",10.3681247801356,"west"
"436","Greenland",1962,NA,62.22,7.09,33730,NA,"Americas","Northern America",NA,"west"
"437","Grenada",1962,NA,61.49,6.44,92424,NA,"Americas","Caribbean",NA,"developing"
"438","Guatemala",1962,140.7,47.76,6.49,4356579,4307699952,"Americas","Central America",2.70898741345269,"developing"
"439","Guinea",1962,209.1,36.17,6.12,3690960,NA,"Africa","Western Africa",NA,"developing"
"440","Guinea-Bissau",1962,NA,43.64,5.67,629973,NA,"Africa","Western Africa",NA,"developing"
"441","Guyana",1962,62.9,59.41,5.49,600559,408446141,"Americas","South America",1.8633148837794,"developing"
"442","Haiti",1962,188.3,43.26,6.3,4022596,NA,"Americas","Caribbean",NA,"developing"
"443","Honduras",1962,132.4,49.21,7.44,2139208,1618108290,"Americas","Central America",2.07234331456327,"developing"
"444","Hong Kong, China",1962,NA,68.55,5.18,3391625,12021980539,"Asia","Eastern Asia",9.71125433488715,"developing"
"445","Hungary",1962,49,68,1.92,10064667,NA,"Europe","Eastern Europe",NA,"developing"
"446","Iceland",1962,16.9,73.82,3.98,182640,1920980854,"Europe","Northern Europe",28.816038347764,"west"
"447","India",1962,160.1,42.72,5.84,468054145,86523560442,"Asia","Southern Asia",0.506460316735423,"developing"
